Borrower Number,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
632,5,6,8,6,3,1,1,7,8,3
633,3,5,7,6,7,5,2,7,8,3
634,5,6,6,6,1,2,7,6,1,5
635,4,6,6,2,4,8,4,4,8,6
636,1,6,6,7,3,4,7,7,1,4
637,6,6,4,7,1,5,1,4,1,6
638,2,3,7,7,2,8,5,2,2,7
639,6,4,5,4,2,2,7,3,1,2
640,8,3,2,7,2,7,1,6,3,2
641,4,4,1,3,4,6,1,2,4,6
642,7,8,3,8,7,3,1,7,7,8
643,5,3,8,1,4,4,1,5,5,8
644,2,6,7,3,7,6,6,1,3,1
645,5,2,1,7,5,5,5,1,5,3
646,5,5,5,5,3,4,2,8,2,5
647,3,8,1,4,1,6,8,8,4,8
648,3,1,5,3,7,7,7,3,1,4
649,4,2,3,7,8,4,5,2,3,3
650,3,1,1,3,2,4,7,7,2,2
651,4,8,1,2,5,8,2,6,3,5
652,8,7,7,2,5,1,4,8,8,4
653,4,1,6,1,5,4,3,2,1,2
654,5,5,3,6,7,8,3,4,4,6
655,2,3,1,5,6,6,2,8,2,2
656,4,4,6,6,7,1,2,6,7,2
657,2,8,2,4,5,4,3,6,2,2
658,3,7,1,4,4,1,4,5,1,5
659,1,4,5,3,2,2,2,1,5,7
660,1,7,8,8,6,5,2,3,2,1
661,7,2,2,7,5,1,5,5,6,5
662,1,5,2,3,2,7,2,1,3,3
663,4,3,1,3,7,4,6,2,6,1
664,3,3,4,7,7,2,3,8,8,3
665,5,7,1,4,7,2,1,8,4,7
666,7,2,4,6,8,3,1,2,7,8
667,4,6,2,6,2,1,1,2,4,3
668,8,1,3,8,7,3,5,2,7,6
669,8,4,4,1,5,6,8,4,6,2
670,5,2,7,1,3,4,1,4,2,8
671,3,1,1,7,3,6,6,1,2,1
672,8,2,1,5,1,7,3,2,2,4
673,4,7,2,1,6,8,4,7,1,3
674,5,2,1,3,6,4,3,3,1,3
675,5,7,1,2,2,4,2,3,3,4
676,4,4,8,4,7,2,8,6,7,5
677,8,1,8,4,6,6,3,3,3,8
678,4,5,1,1,7,4,6,2,5,5
679,8,5,4,7,8,1,5,4,1,6
680,6,5,4,2,5,1,7,6,6,8
681,3,6,1,1,8,1,8,6,5,7
682,3,6,3,2,5,8,8,8,2,4
683,8,7,2,7,3,6,2,6,3,7
684,2,5,5,3,5,5,3,3,7,8
685,8,5,5,4,6,4,5,8,2,3
686,2,1,4,4,2,2,5,4,3,6
687,8,3,3,6,7,2,2,1,2,6
688,1,6,3,2,5,6,1,7,6,4
689,6,2,5,4,6,5,2,6,3,4
690,5,6,7,3,3,8,8,7,5,5
691,6,1,4,4,4,6,4,7,6,6
692,5,3,1,3,8,1,4,2,2,3
693,4,3,3,5,2,6,5,1,7,8
694,5,7,7,7,6,7,7,2,2,2
695,3,1,6,6,3,4,1,2,6,4
696,6,1,4,6,4,6,2,5,5,8
697,2,8,1,7,7,5,3,6,6,1
698,3,3,5,2,4,6,1,2,3,2
699,2,6,1,8,8,2,8,7,4,4
700,7,3,8,1,4,6,8,3,1,1
701,3,1,2,7,8,8,7,8,2,6
702,8,8,3,1,2,6,2,2,3,5
703,2,3,1,4,7,8,5,5,6,1
704,7,8,3,8,8,3,2,6,1,2
705,3,5,2,4,2,5,1,3,4,1
706,4,8,4,7,4,8,3,1,8,3
707,4,4,3,8,4,1,7,8,5,2
708,1,5,1,6,5,7,7,5,6,3
709,3,2,7,5,8,5,3,2,5,7
710,1,1,5,2,8,6,4,1,1,1
711,2,7,2,4,4,6,6,3,1,5
712,5,8,1,1,6,4,7,5,5,8
713,8,3,8,3,5,8,4,7,2,7
714,5,8,2,4,7,3,8,6,3,6
715,1,2,1,8,4,6,6,7,4,3
716,6,3,6,2,8,2,1,8,7,4
717,1,1,4,6,8,8,2,6,5,8
718,6,4,2,2,2,3,3,8,2,4
719,8,8,7,7,6,6,7,8,8,3
720,8,7,4,1,3,5,3,1,8,3
721,8,2,8,1,7,2,5,6,7,2
722,7,8,6,1,2,8,6,6,8,7
723,1,5,4,7,1,6,5,8,8,6
724,2,6,3,1,6,2,3,8,1,7
725,7,8,2,1,1,7,4,6,1,1
726,7,3,2,2,7,4,1,2,2,2
727,2,5,8,6,6,4,5,7,1,3
728,1,6,2,4,6,7,8,1,1,1
729,3,4,1,6,5,1,1,2,2,2
730,2,3,7,7,3,2,2,2,8,5
731,2,5,6,5,5,3,7,6,2,2
732,1,4,5,1,6,5,4,1,7,5
733,7,2,7,5,1,6,3,6,3,3
734,1,8,8,1,8,1,5,7,5,1
735,6,2,6,2,1,4,7,6,7,5
736,5,7,1,1,6,6,3,1,6,4
737,4,8,8,6,2,6,2,1,7,5
738,2,6,6,4,5,5,4,2,8,4
739,6,1,4,8,6,5,7,2,2,2
740,8,2,1,7,8,5,2,1,3,3
741,3,6,8,2,8,6,7,5,4,6
742,2,3,5,2,8,2,4,3,2,8
743,5,1,2,2,8,2,1,4,6,6
744,2,5,8,3,5,8,6,7,7,4
745,8,6,6,5,8,4,8,6,8,2
746,3,8,2,6,3,4,2,5,4,2
747,2,8,6,2,8,4,8,7,7,2
748,4,2,5,5,3,6,1,8,8,5
749,7,5,7,7,5,1,5,6,6,6
750,1,5,2,8,1,2,2,7,5,5
751,4,8,4,8,3,6,5,6,3,2
752,8,6,3,7,5,5,8,4,4,7
753,7,4,8,7,7,6,6,8,1,6
754,4,8,4,3,7,3,5,2,6,4
755,3,7,5,5,7,7,1,4,5,4
756,1,1,5,4,5,8,1,4,5,4
757,1,5,8,1,3,8,7,3,5,3
758,1,2,4,7,3,4,4,5,6,2
759,6,7,6,8,2,7,3,4,2,6
760,2,7,8,4,7,6,7,8,8,1
761,1,2,2,4,4,1,6,4,1,6
762,1,1,8,3,2,4,1,6,2,5
763,2,6,4,1,5,7,3,5,4,7
764,5,3,3,4,5,7,5,4,4,1
765,8,1,7,1,7,5,1,7,2,3
766,7,3,4,3,3,5,2,5,7,8
767,8,4,3,7,5,4,1,8,7,7
768,4,6,4,2,1,7,2,4,1,8
769,3,1,6,1,4,3,4,7,8,2
770,3,8,7,8,8,4,2,7,8,4
771,1,2,5,2,5,6,6,7,3,7
772,7,3,3,8,1,4,5,3,7,6
773,8,2,2,5,3,3,2,1,1,2
774,1,6,7,2,1,5,8,7,7,4
775,2,5,6,5,4,2,8,1,6,8
776,6,6,7,1,3,1,6,8,8,5
777,1,3,1,8,7,2,7,3,4,5
778,5,6,7,3,6,1,5,4,8,2
779,3,1,1,8,6,4,1,7,5,6
780,1,4,7,7,6,6,7,1,6,4
781,8,2,1,7,1,8,4,6,1,8
782,4,1,1,5,2,8,7,4,7,3
783,3,4,5,2,4,7,6,4,7,7
784,4,8,2,4,3,5,3,3,8,1
785,7,1,1,6,7,5,2,7,7,1
786,5,5,3,8,4,8,2,1,4,4
787,4,5,4,3,4,5,6,4,4,5
788,4,2,6,7,1,2,6,6,7,8
789,2,3,7,3,4,2,3,2,8,1
790,5,2,8,1,5,4,3,5,3,5
791,2,6,5,4,6,5,8,8,5,1
792,1,7,5,4,8,7,6,6,2,8
793,3,7,7,3,2,3,8,8,1,3
794,4,8,5,7,3,4,2,6,6,5
795,1,2,5,8,6,8,5,6,6,1
796,2,7,8,2,8,7,4,7,1,5
797,1,3,6,5,8,3,1,4,2,5
798,6,7,7,4,5,3,8,2,5,7
799,6,1,3,1,4,3,7,7,6,7
800,8,2,7,4,7,1,2,5,3,4
801,1,7,8,8,5,4,1,2,4,1
802,8,3,8,6,4,1,2,6,6,1
803,4,8,2,7,3,5,5,2,7,1
804,6,2,2,7,4,1,4,7,1,1
805,7,2,1,4,6,7,6,2,2,5
806,7,4,3,4,7,6,5,4,2,6
807,3,8,3,7,8,2,7,7,1,5
808,7,4,1,8,8,7,2,6,2,4
809,3,6,6,2,1,3,4,6,8,1
810,4,1,5,2,1,4,2,2,1,5
811,6,1,6,3,7,8,1,8,3,3
812,8,1,6,3,3,5,4,3,2,3
813,5,7,4,6,4,6,6,3,6,7
814,7,5,2,8,6,2,8,4,5,2
815,4,3,2,5,6,5,1,1,3,5
816,4,4,4,5,1,3,7,8,5,4
817,5,7,2,6,3,1,1,4,5,8
818,3,4,1,1,2,6,4,4,6,3
819,4,7,4,4,3,2,8,8,7,7
820,4,6,6,1,7,4,2,5,2,4
821,1,4,3,3,4,5,2,7,1,2
822,2,4,5,2,1,4,7,6,7,8
823,8,4,1,2,3,3,2,1,7,2
824,2,3,8,1,1,6,6,6,4,3
825,2,6,6,8,6,5,8,1,3,2
826,3,1,1,3,2,3,1,2,3,8
827,5,1,6,8,1,8,5,1,8,3
828,8,2,3,2,4,3,1,3,1,2
829,1,8,7,2,8,3,1,4,3,6
830,2,2,8,8,3,2,7,2,3,5
831,5,8,7,2,1,2,2,2,1,6
832,1,1,8,7,8,5,5,8,2,5
833,2,4,1,2,6,1,7,5,6,1
834,5,1,8,6,2,7,7,1,3,6
835,2,4,4,5,3,8,6,6,1,3
836,2,1,7,3,2,6,1,6,7,6
837,3,7,8,1,4,1,5,3,1,4
838,1,3,5,8,1,3,6,3,6,7
839,2,4,6,1,6,6,6,2,3,6
840,1,5,3,8,8,4,1,5,5,8
841,2,6,4,2,3,5,3,2,7,8
842,8,4,1,6,2,6,4,3,4,4
843,5,3,6,5,7,1,4,4,6,3
844,8,6,3,3,1,2,4,6,7,3
845,4,4,8,7,1,6,1,7,7,3
846,6,6,8,3,5,1,6,4,1,7
847,5,5,5,4,6,5,8,5,2,6
848,5,4,8,1,4,6,8,3,1,8
849,3,2,5,2,4,5,4,1,3,1
850,4,4,5,7,2,6,1,7,8,8
851,1,5,8,1,8,1,3,7,1,1
852,6,7,3,7,4,1,2,7,4,1
853,3,3,8,1,1,7,8,7,4,4
854,6,7,4,3,6,3,2,8,4,4
855,8,4,3,1,1,8,1,2,3,2
856,4,1,6,7,4,8,7,5,4,6
857,5,3,7,5,8,7,6,6,1,1
858,2,3,1,2,3,5,7,2,5,6
859,2,1,8,4,4,7,6,1,7,8
860,8,2,8,2,6,7,7,6,3,1
861,1,5,6,4,1,6,5,7,2,3
862,5,1,4,3,2,5,3,5,7,6
863,7,6,3,1,5,8,5,5,7,8
864,2,6,5,6,8,5,4,4,5,5
865,5,5,1,8,6,7,6,1,7,8
866,1,4,6,2,3,7,7,7,5,7
867,6,7,4,8,7,8,6,6,4,2
868,4,5,2,8,5,5,8,8,4,7
869,4,5,2,5,6,7,5,7,7,8
870,7,8,4,3,6,7,5,2,6,4
871,2,2,6,8,3,8,7,8,1,1
872,8,2,8,1,1,5,8,5,7,8
873,4,6,8,4,7,1,6,2,5,1
874,2,3,1,2,1,8,6,4,7,4
875,4,7,8,7,7,5,7,5,8,6
876,7,7,6,5,7,4,2,8,7,2
877,3,7,6,5,1,8,1,5,5,6
878,3,6,4,6,6,6,7,6,4,8
879,2,7,8,4,3,3,8,2,4,3
880,4,8,8,3,5,1,2,1,3,7
881,3,2,2,1,3,1,5,2,8,7
882,8,2,6,5,5,6,7,2,4,4
883,7,6,6,2,6,7,4,7,6,7
884,8,8,7,1,3,4,5,7,5,7
885,2,3,3,4,7,6,7,8,1,8
886,2,7,5,1,8,3,8,8,7,1
887,4,6,7,2,6,4,4,5,8,5
888,3,5,1,7,7,6,1,8,6,6
889,6,6,8,1,7,5,7,6,7,6
890,2,4,6,4,5,8,3,5,3,6
891,8,5,2,5,8,7,3,6,5,2
892,4,6,3,2,7,3,8,4,6,3
893,1,8,1,4,3,1,5,3,2,5
894,3,2,1,5,7,5,2,6,3,7
895,2,6,1,3,1,7,2,3,6,8
896,1,5,6,7,4,4,4,5,1,2
897,4,7,7,5,1,7,8,1,8,6
898,1,5,7,5,8,6,2,1,1,4
899,5,1,8,2,7,1,8,1,8,5
900,3,4,6,8,2,8,8,3,4,5
901,2,2,6,2,3,4,2,1,4,5
902,8,3,5,1,4,4,8,1,6,2
903,5,1,7,1,2,4,3,2,7,6
904,8,5,2,2,2,5,3,2,1,8
905,7,8,1,3,5,3,8,6,5,8
906,4,1,7,8,2,2,4,3,8,8
907,4,4,3,8,7,3,3,8,5,5
908,1,6,2,1,2,8,6,5,8,6
909,8,6,4,7,3,3,7,3,5,2
910,8,6,2,4,5,8,3,6,7,2
911,3,2,6,7,6,1,7,5,6,8
912,6,7,3,5,3,2,2,5,1,4
913,7,8,4,8,8,5,8,7,7,1
914,7,6,7,8,7,8,8,6,7,3
915,1,2,1,3,3,8,4,4,2,1
916,6,8,1,6,5,3,7,6,3,1
917,8,3,4,7,7,4,8,8,5,5
918,8,3,4,7,3,6,5,4,5,1
919,3,4,2,6,6,1,6,3,6,3
920,4,8,4,7,6,3,6,4,4,7
921,1,4,2,7,2,7,2,3,5,1
922,5,1,2,3,7,1,3,8,8,6
923,3,1,6,8,2,2,8,4,7,1
924,2,4,5,8,5,4,5,7,1,2
925,3,3,7,6,3,2,5,3,8,1
926,6,5,2,3,3,5,2,4,7,2
927,4,2,8,5,7,6,5,6,8,2
928,7,3,4,8,5,3,1,7,8,8
929,3,2,3,2,3,2,3,3,2,7
930,4,6,2,5,4,6,5,4,1,7
931,1,2,8,3,6,6,2,5,6,1
932,7,2,7,3,6,4,7,8,3,6
933,8,4,6,5,4,3,2,7,7,6
934,8,8,2,7,8,1,3,3,5,3
935,3,5,4,5,4,1,4,3,8,1
936,4,1,7,6,7,2,3,1,4,7
937,4,5,8,7,6,3,5,7,5,4
938,6,1,5,1,7,3,6,5,4,7
939,3,3,4,3,8,1,1,7,5,4
940,2,5,5,8,3,6,2,4,6,2
941,4,8,4,7,5,6,6,8,3,1
942,3,5,6,2,7,8,6,2,8,5
943,2,5,6,5,8,6,5,6,4,3
944,5,4,6,7,5,4,1,6,2,8
945,4,7,2,8,8,2,5,3,1,2
946,4,5,3,5,6,6,7,3,8,7
947,2,3,8,2,5,5,6,1,2,7
948,6,1,1,6,2,3,3,7,2,5
949,8,5,6,7,2,8,5,7,2,2
950,4,1,6,1,2,5,2,7,7,1
951,7,6,2,6,3,7,2,6,1,3
952,4,5,2,4,4,4,7,7,1,8
953,7,1,5,3,4,1,8,7,7,2
954,3,2,7,5,6,2,8,5,5,6
955,7,6,8,1,7,4,1,5,2,1
956,7,4,5,1,6,5,4,4,8,6
957,7,8,5,6,3,8,2,8,4,6
958,7,1,2,8,3,8,2,7,6,2
959,5,1,4,3,8,8,1,8,4,5
960,1,1,7,3,6,6,1,6,1,4
961,2,4,1,3,7,6,3,8,6,1
962,5,1,2,5,7,6,6,8,1,8
963,8,5,6,8,8,5,5,7,1,1
964,2,5,1,8,4,2,4,8,1,7
965,8,7,8,5,5,2,1,4,5,1
966,6,3,3,8,1,4,1,6,1,8
967,3,1,8,5,7,3,1,8,5,5
968,2,5,4,2,4,3,3,2,3,4
969,2,4,3,6,7,7,2,5,7,1
970,6,8,1,1,6,8,7,3,5,6
971,4,1,3,1,7,2,1,4,8,6
972,2,7,2,2,2,8,6,7,4,6
973,5,1,7,1,5,4,8,3,3,4
974,8,4,7,3,5,3,7,4,7,5
975,2,5,2,5,6,2,6,7,3,8
976,8,4,2,4,5,8,2,4,5,5
977,3,4,8,2,8,2,4,4,3,7
978,8,4,2,7,7,5,5,4,3,6
979,8,1,3,3,7,5,2,1,8,7
980,3,4,8,4,7,3,5,7,5,8
981,3,5,7,5,8,2,4,6,7,5
982,5,5,3,6,7,5,5,3,7,2
983,6,4,5,3,6,1,5,3,3,4
984,5,3,1,6,6,5,7,2,4,3
985,8,2,2,6,4,6,7,5,8,1
986,2,4,8,2,6,6,7,2,2,7
987,4,6,6,1,5,3,4,7,2,4
988,4,6,5,4,5,1,5,8,2,6
989,5,2,8,5,6,4,5,1,5,7
990,6,4,1,2,5,1,4,7,6,8
991,7,2,3,2,2,6,5,4,4,8
992,6,5,1,8,7,3,8,3,8,5
993,4,4,3,1,1,7,1,8,8,6
994,2,1,1,3,5,6,5,8,8,8
995,5,6,3,4,8,1,3,7,2,7
996,3,6,1,7,7,1,8,2,5,8
997,3,5,4,7,5,6,1,7,4,6
998,7,6,1,6,1,3,5,3,4,4
999,3,1,7,4,1,1,2,7,2,1
1000,2,8,4,6,5,8,3,3,6,7
1001,3,7,3,6,5,8,8,8,5,6
1002,5,5,7,1,7,7,7,7,5,4
1003,3,3,2,5,7,2,2,4,7,4
1004,4,7,5,6,5,5,8,7,3,7
1005,3,5,8,6,3,3,5,3,5,6
1006,3,1,5,5,7,8,6,5,8,8
1007,8,2,2,6,2,8,7,7,2,7
1008,4,4,6,5,6,2,4,7,5,8
1009,2,5,2,5,4,6,4,7,2,3
1010,4,6,1,4,3,8,2,6,7,5
1011,8,8,5,7,7,4,1,8,3,7
1012,6,7,8,4,5,8,4,8,1,6
1013,2,6,2,7,1,4,2,4,2,1
1014,2,3,2,7,4,7,8,7,7,6
1015,5,7,5,5,6,8,3,3,7,8
1016,1,3,3,4,8,8,8,2,5,8
1017,2,2,3,7,1,1,3,1,2,1
1018,8,1,5,5,7,2,8,5,7,8
1019,8,2,7,8,3,8,2,4,2,2
1020,3,1,7,6,2,5,3,3,3,2
1021,1,8,2,1,3,2,8,7,7,7
1022,6,2,6,7,5,1,8,3,4,6
1023,1,7,4,1,1,7,3,1,6,6
1024,3,2,8,6,7,1,8,7,6,8
1025,4,2,8,4,2,6,1,8,7,4
1026,2,3,2,1,7,4,1,3,7,8
1027,1,3,3,2,2,3,4,8,8,8
1028,7,7,1,4,3,8,7,4,4,4
1029,4,6,6,1,7,3,3,6,3,6
1030,5,7,1,4,2,6,6,5,8,5
1031,6,6,8,1,1,5,7,7,7,5
1032,6,7,1,4,3,3,2,3,7,1
1033,2,6,2,3,1,7,1,8,4,3
1034,2,1,4,7,4,2,6,6,2,7
1035,7,4,3,4,3,7,3,4,7,4
1036,6,7,5,6,1,1,2,6,8,5
1037,8,6,8,2,2,4,7,5,3,3
1038,3,6,2,4,6,1,6,5,5,2
1039,5,4,5,1,4,1,1,2,2,5
1040,8,2,5,6,2,1,8,4,5,6
1041,5,4,8,5,4,7,6,6,1,3
1042,6,7,1,6,2,3,1,1,2,2
1043,3,2,1,6,2,8,1,8,3,6
1044,2,3,1,5,1,3,8,8,2,8
1045,4,8,5,1,6,6,2,5,7,4
1046,6,5,6,5,1,7,8,3,7,8
1047,5,8,8,4,4,3,2,2,2,1
1048,4,8,4,8,2,7,1,1,3,2
1049,8,4,6,6,1,2,6,4,5,7
1050,6,7,3,8,1,7,8,4,2,7
1051,1,6,6,6,4,1,7,5,1,4
1052,8,1,8,5,2,1,5,8,2,3
1053,1,8,6,2,6,8,4,5,6,7
1054,4,1,6,2,3,3,4,4,7,6
1055,8,4,2,3,4,2,2,8,3,5
1056,5,7,8,2,1,4,2,5,2,5
1057,7,7,4,3,7,4,2,6,5,5
1058,8,1,1,2,1,3,3,3,8,4
1059,6,2,7,6,4,7,5,6,4,5
1060,3,2,5,2,6,2,7,2,4,6
1061,4,6,3,6,2,3,2,2,1,8
1062,2,1,4,5,6,6,3,5,4,7
1063,1,1,3,1,5,1,6,1,1,2
1064,7,2,2,2,4,1,6,4,2,3
1065,2,8,8,7,5,3,3,5,7,4
1066,8,2,8,3,7,7,5,5,2,8
1067,4,8,7,3,4,7,7,3,4,1
1068,1,5,7,5,5,2,7,7,2,4
1069,8,4,3,7,7,6,1,7,2,5
1070,2,6,1,4,8,3,2,7,1,5
1071,2,6,1,2,2,2,5,2,2,6
1072,2,4,2,8,3,6,8,7,1,2
1073,3,1,7,4,6,5,8,5,7,7
1074,3,2,8,3,2,5,2,3,3,3
1075,6,8,8,6,6,4,3,2,6,4
1076,3,1,8,2,1,4,5,2,1,1
1077,5,3,8,7,2,7,2,5,7,1
1078,3,7,2,8,7,1,4,4,5,6
1079,4,2,5,3,2,7,7,4,8,8
1080,7,4,5,6,6,4,8,3,3,7
1081,4,3,5,8,4,4,6,6,5,5
1082,1,5,7,1,1,3,6,5,7,1
1083,8,6,2,7,1,1,3,5,7,4
1084,5,4,2,7,4,8,6,3,5,2
1085,7,1,4,8,2,3,4,7,7,6
1086,1,1,3,6,3,8,6,1,7,2
1087,2,2,1,7,5,4,3,1,5,4
1088,2,8,2,4,6,5,3,2,1,8
1089,5,5,4,8,2,3,8,7,1,2
1090,5,8,6,6,6,4,8,2,5,3
1091,7,6,8,8,2,8,6,5,8,7
1092,7,2,1,8,5,3,2,8,8,2
1093,4,3,7,4,7,8,7,6,8,5
1094,5,8,6,7,5,5,7,5,2,4
1095,6,6,8,1,4,3,5,6,1,2
1096,7,2,7,6,2,2,5,8,1,4
1097,6,5,8,7,6,6,6,7,6,2
1098,7,6,2,4,7,5,7,8,4,5
1099,6,6,7,8,3,1,1,3,7,5
1100,1,2,2,7,8,3,1,2,3,4
1101,6,6,1,8,5,3,6,1,8,2
1102,6,5,6,7,1,3,1,6,5,7
1103,8,4,3,4,8,5,7,1,8,1
1104,4,3,7,7,8,3,5,2,8,7
1105,7,8,4,7,7,1,1,7,3,1
1106,1,6,1,3,2,8,6,2,3,6
1107,8,4,3,3,3,4,4,3,5,2
1108,2,7,2,2,1,2,2,7,3,6
1109,4,4,3,3,3,3,8,5,6,1
1110,6,4,4,8,5,2,4,5,4,3
1111,2,1,2,6,1,1,7,5,2,3
1112,7,7,5,7,7,7,8,4,7,5
1113,3,6,4,8,3,7,7,5,8,7
1114,8,8,6,4,3,8,3,3,1,4
1115,5,5,6,3,1,5,4,8,6,5
1116,3,3,8,2,3,5,3,2,7,4
1117,6,7,7,2,3,3,1,2,3,4
1118,7,3,7,5,3,3,5,4,5,8
1119,3,4,6,1,7,7,5,6,4,4
1120,3,5,5,6,7,4,1,1,8,3
1121,6,3,8,7,1,6,2,2,8,6
1122,3,3,3,5,8,8,7,2,5,4
1123,5,4,6,6,5,4,2,2,8,5
1124,8,2,4,7,1,6,3,7,2,2
1125,7,1,6,8,5,8,5,2,5,6
1126,7,4,2,8,6,8,7,7,7,3
1127,2,6,3,7,7,6,5,5,3,4
1128,5,8,2,6,8,3,6,4,8,1
1129,1,5,7,2,2,7,2,1,8,6
1130,3,5,2,2,7,6,4,3,6,8
1131,6,6,8,2,7,6,1,8,5,4
1132,4,2,4,8,1,4,3,6,4,2
1133,3,1,8,6,5,1,4,2,1,2
1134,5,2,5,6,1,5,8,2,3,5
1135,7,6,4,2,5,2,6,6,3,7
1136,8,3,8,8,1,5,8,1,1,6
1137,2,2,3,7,7,7,2,3,2,5
1138,8,3,2,8,6,2,2,1,3,8
1139,5,5,2,5,8,7,3,6,4,4
1140,5,5,2,1,8,7,6,5,8,3
1141,8,3,8,1,6,5,8,3,4,6
1142,6,2,2,5,1,4,5,5,1,4
1143,3,5,5,5,2,7,3,2,2,6
1144,7,4,5,7,4,3,1,3,8,5
1145,5,7,4,4,4,1,4,4,3,3
1146,2,7,8,5,5,8,2,5,2,6
1147,5,1,4,5,4,8,4,3,3,4
1148,3,3,6,5,5,2,4,1,1,8
1149,7,5,2,5,7,5,2,5,3,6
1150,1,7,6,4,6,6,8,3,5,7
1151,1,4,5,6,1,2,5,7,6,6
1152,4,4,8,6,4,8,1,3,4,3
1153,8,6,1,1,2,8,7,1,1,2
1154,6,2,5,3,8,4,3,4,6,8
1155,1,1,7,4,7,7,5,8,4,2
1156,2,3,3,1,6,7,4,3,4,4
1157,2,8,6,7,5,3,7,8,5,7
1158,8,8,3,1,3,4,7,7,3,1
1159,6,6,7,3,6,5,2,6,6,8
1160,2,6,5,4,7,4,5,4,6,2
1161,3,8,6,7,7,2,2,6,7,5
1162,6,4,7,6,5,1,5,5,7,4
1163,8,6,4,7,3,6,5,6,4,6
1164,5,3,7,8,5,7,8,6,6,3
1165,8,2,6,2,8,7,6,1,2,5
1166,2,2,6,5,4,6,3,7,6,6
1167,3,2,6,7,8,6,3,7,5,4
1168,6,6,6,5,3,7,3,1,1,2
1169,4,8,1,2,7,6,5,4,6,2
1170,2,7,8,8,2,6,5,6,6,1
1171,5,3,5,6,5,7,4,4,3,6
1172,3,6,6,2,5,5,7,7,8,4
1173,5,6,3,6,8,3,2,7,2,4
1174,7,7,5,7,6,2,4,7,7,2
1175,5,7,5,7,5,1,8,2,3,4
1176,2,3,5,5,1,8,7,2,6,3
1177,2,3,5,8,2,7,5,1,5,7
1178,2,4,3,1,8,7,1,2,4,4
1179,8,4,1,4,4,1,6,2,2,4
1180,3,4,8,4,6,8,2,3,8,5
1181,2,6,2,1,3,6,2,1,2,2
1182,1,5,8,7,4,3,4,7,1,8
1183,1,4,2,7,3,2,1,8,8,7
1184,4,1,3,7,7,6,2,7,1,5
1185,8,8,3,5,6,1,8,7,8,4
1186,2,2,5,3,4,6,2,4,8,3
1187,6,6,2,8,3,4,8,6,6,1
1188,5,1,8,1,8,4,4,2,7,2
1189,7,5,6,1,1,1,5,4,6,7
1190,5,4,4,2,1,6,4,6,1,1
1191,8,5,5,5,8,2,6,7,6,7
1192,3,4,4,1,8,7,3,2,8,5
1193,5,8,7,8,6,5,5,6,2,7
1194,2,1,3,3,5,7,5,1,5,2
1195,5,7,8,6,4,3,8,3,4,7
1196,2,4,8,7,5,3,4,6,6,6
1197,8,5,5,7,4,3,8,1,5,2
1198,3,7,2,6,6,3,5,5,8,2
1199,1,1,5,1,1,6,8,2,8,2
1200,7,8,1,5,7,3,5,8,6,7
1201,5,4,5,1,6,2,6,8,2,8
1202,5,1,3,2,2,8,3,7,7,4
1203,1,5,1,8,1,6,7,2,2,1
1204,7,2,1,7,7,2,5,4,1,5
1205,5,3,7,4,6,3,1,3,8,5
1206,1,8,8,4,7,8,5,8,2,5
1207,7,2,6,2,4,7,6,3,4,7
1208,6,7,4,7,1,5,1,7,2,6
1209,4,8,8,8,1,6,4,6,5,2
1210,8,6,8,5,2,2,8,3,4,5
1211,4,3,4,8,6,3,4,1,2,8
1212,2,2,1,4,4,5,5,5,3,8
1213,8,4,5,5,8,6,1,6,1,3
1214,3,5,8,4,8,4,2,6,4,6
1215,4,6,5,6,4,1,3,3,4,6
1216,8,3,7,3,2,1,3,4,6,6
1217,5,5,3,1,8,2,7,2,5,4
1218,6,8,7,2,4,4,6,7,5,5
1219,2,2,8,5,7,2,5,8,1,4
1220,2,3,1,5,2,1,8,3,1,2
1221,3,1,1,7,4,3,7,6,5,8
1222,8,5,1,4,7,2,2,2,4,5
1223,4,2,3,3,1,1,5,3,6,8
1224,5,2,4,8,4,6,2,3,7,7
1225,3,7,7,3,4,4,2,4,4,7
1226,8,4,8,4,3,4,2,2,7,2
1227,6,8,8,5,2,1,8,2,1,6
1228,1,4,5,3,3,6,1,2,8,1
1229,1,1,6,8,2,6,3,5,2,5
1230,6,6,5,4,7,8,1,6,7,7
1231,7,8,7,6,5,1,8,8,7,1
1232,5,6,8,4,6,5,4,6,2,3
1233,4,2,1,4,1,8,8,7,6,4
1234,3,8,6,7,2,3,8,1,7,5
1235,1,1,4,7,1,5,2,7,2,6
1236,1,7,3,5,2,3,8,6,1,4
1237,3,2,5,7,2,6,8,6,7,3
1238,1,8,1,4,4,6,6,1,7,4
1239,7,5,2,8,2,5,3,6,1,3
1240,5,8,8,7,2,6,7,8,4,6
1241,7,1,4,3,3,7,7,7,7,4
1242,5,7,5,4,1,7,5,3,8,5
1243,4,8,7,6,3,5,7,3,1,4
1244,1,3,8,6,5,2,3,3,3,3
1245,1,8,2,8,7,8,5,3,5,3
1246,6,3,3,8,6,7,6,4,5,1
1247,5,1,6,3,6,7,2,2,8,8
1248,2,3,8,5,4,5,7,6,3,7
1249,8,7,4,1,6,2,4,5,5,6
1250,2,8,6,7,7,3,5,1,2,4
1251,8,1,7,8,5,8,7,2,7,8
1252,3,5,2,4,5,3,2,6,7,7
1253,7,8,7,8,5,4,7,1,4,4
